Client,Address,Expiration Date,Status,Premium,VIN,State,Manufacturer,Car Model,Autonomous Software,Sensors,Computing Units,Connectivity,Power System,Braking System,Steering System,Price,Policy Channel,Year,Mileage,Accident History,Ownership,Average Annual Mileage,Annual Mileage,Repair Records,Maintenance Records,Usage,Claim Records
Nichole Miller,"72707 Navarro Forest Apt. 263
South Stephenchester, NJ 38587",2024-11-14,Active,145.57,G5MRE5NTPJLH9FFS6,NJ,BMW,BMW 7 Series,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,87000,Agent,2018,86717,1,Personal Ownership,12388,"[12429, 12797, 11384, 13064, 11215, 13347, 12481]",2,12,Rental,"[{'date': datetime.date(2024, 10, 28), 'amount': 1185.54}, {'date': datetime.date(2024, 6, 30), 'amount': 4671.14}]"
Carla Davis,"4436 Keith Glen
Brendaview, MS 58312",2024-12-13,Active,131.82,7524N00B91BRRB71W,MS,Mercedes-Benz,Mercedes-Benz EQC,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,67000,In-Vehicle Infotainment System,2021,37664,0,Personal Ownership,9416,"[8517, 9402, 9713, 10032]",2,6,Commercial,"[{'date': datetime.date(2023, 1, 9), 'amount': 2573.46}, {'date': datetime.date(2022, 4, 4), 'amount': 2492.64}]"
James Hunter,"85981 Cody Court Suite 810
Lake Jorgefort, VI 55765",2024-12-13,Active,163.20999999999998,UYG08JBYEXCXAFKE6,VI,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,4S Stores,2016,110646,0,Company Ownership,12294,"[12692, 11204, 11721, 13509, 12925, 11478, 11219, 13691, 12207]",1,16,Commercial,[]
John Willis,"79410 Stephen Locks
Schultztown, NJ 84789",2024-11-22,Active,101.13,CAFVRGHHAC4RB84KF,NJ,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,Online,2023,13919,0,Personal Ownership,6959,"[6286, 7633]",0,1,Rental,"[{'date': datetime.date(2020, 1, 23), 'amount': 4156.01}, {'date': datetime.date(2024, 10, 10), 'amount': 2517.9}, {'date': datetime.date(2023, 11, 22), 'amount': 2253.9}]"
Daniel Wells,"3659 Kimberly Flat
South Cameronmouth, MO 01597",2024-11-25,Active,158.25,U0UC9DSKNAYM5KER9,MO,Mercedes-Benz,Mercedes-Benz EQS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,102000,Agent,2014,129428,2,Personal Ownership,11766,"[11695, 10959, 12833, 12705, 12020, 10461, 11963, 10728, 13129, 10324, 12611]",2,20,Commercial,"[{'date': datetime.date(2016, 10, 15), 'amount': 3240.87}]"
Anna Browning,"3277 Caitlin Extensions Apt. 724
South Matthewberg, SC 86243",2024-11-27,Active,95.43,LLJ13PAD13U0A9PSG,SC,BYD,BYD Dolphin,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,20000,In-Vehicle Infotainment System,2017,90602,2,Personal Ownership,11325,"[12201, 10485, 11033, 11963, 11850, 11738, 10618, 10714]",0,7,Rental,"[{'date': datetime.date(2023, 9, 5), 'amount': 4681.58}, {'date': datetime.date(2023, 12, 16), 'amount': 2675.6}]"
Isaac Miller,"43787 Freeman Unions Suite 430
East Amyshire, ID 36869",2024-12-04,Active,137.99,DT6MS5XTAK6WHLR65,ID,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,Online,2014,120014,2,Company Ownership,10910,"[10005, 10782, 10789, 11006, 10290, 12068, 10986, 10470, 12068, 10912, 10638]",4,10,Rental,"[{'date': datetime.date(2023, 5, 22), 'amount': 2983.38}, {'date': datetime.date(2024, 8, 4), 'amount': 1451.91}, {'date': datetime.date(2022, 12, 6), 'amount': 2218.21}]"
Amy Jarvis,"9864 Margaret Lake Apt. 592
Davidsonbury, SC 40388",2024-12-06,Active,121.28,V0M1SX8NC2RXCNHRP,SC,Mercedes-Benz,Mercedes-Benz E-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,54000,Agent,2018,72064,0,Personal Ownership,10294,"[9434, 11198, 9719, 10575, 10578, 9791, 10769]",5,12,Commercial,"[{'date': datetime.date(2023, 10, 20), 'amount': 3341.32}, {'date': datetime.date(2022, 11, 10), 'amount': 1967.16}, {'date': datetime.date(2023, 1, 1), 'amount': 597.5}]"
Justin Farmer,"647 Colleen Mountain Apt. 797
Summerfort, OR 90288",2024-12-13,Active,130.76,T40D90DBUANS1M0ZF,OR,BMW,BMW X5 xDrive45e,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,65000,Online,2020,50255,2,Company Ownership,10051,"[10894, 10607, 10515, 9482, 8757]",0,8,Rental,"[{'date': datetime.date(2024, 5, 31), 'amount': 4864.71}, {'date': datetime.date(2021, 8, 14), 'amount': 1955.98}, {'date': datetime.date(2023, 12, 12), 'amount': 3853.22}, {'date': datetime.date(2024, 1, 26), 'amount': 1419.79}]"
Susan Hernandez,"8377 Rodriguez Corner Suite 529
West Alexis, GA 35181",2024-11-05,Expiring in 7 Days,148.89,1ZW0KN5WHDBSF5R6P,GA,BMW,BMW 7 Series,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,87000,Online,2014,70144,1,Personal Ownership,6376,"[6300, 6074, 5825, 6112, 6497, 6805, 6993, 6305, 6681, 6187, 6365]",4,20,Personal,[]
Charles Gibson,"91069 Lee Locks Suite 974
Hernandezville, SD 74175",2024-11-26,Active,110.5,A7RLKB4PLWWHURD44,SD,Tesla,Tesla Cybertruck,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39900,Online,2024,0,0,Company Ownership,0,[0],0,0,Commercial,"[{'date': datetime.date(2024, 2, 10), 'amount': 2166.52}, {'date': datetime.date(2021, 1, 28), 'amount': 2415.61}, {'date': datetime.date(2024, 5, 3), 'amount': 2693.98}]"
Maria Simmons,"0481 Christopher Bypass
Ethanfort, WY 25696",2024-12-06,Active,104.71000000000001,ERLCUSJ6BKUZWD0UP,WY,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,4S Stores,2014,126411,1,Company Ownership,11491,"[12102, 11378, 11946, 10328, 11391, 11936, 12372, 11294, 12067, 11770, 9827]",2,10,Rental,"[{'date': datetime.date(2021, 1, 26), 'amount': 4572.7}]"
Randy Grimes,"USNV Garcia
FPO AA 87567",2024-11-26,Active,138.42000000000002,923687WEDP2PS2ULT,AA,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,In-Vehicle Infotainment System,2015,134595,0,Company Ownership,13459,"[13743, 14369, 12902, 14162, 14167, 11845, 13644, 13774, 13904, 12085]",3,18,Rental,"[{'date': datetime.date(2022, 3, 31), 'amount': 1584.24}, {'date': datetime.date(2024, 1, 29), 'amount': 3799.84}, {'date': datetime.date(2022, 3, 20), 'amount': 710.23}]"
Gabrielle Roy,"45223 Lopez Harbor
Travisport, CT 55648",2024-11-02,Expiring in 7 Days,104.4,4WSBLE8FUG5ZA1WNV,CT,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,Online,2021,38456,1,Personal Ownership,9614,"[9061, 10316, 9480, 9599]",0,3,Commercial,"[{'date': datetime.date(2020, 7, 8), 'amount': 3712.89}, {'date': datetime.date(2016, 12, 11), 'amount': 4546.55}, {'date': datetime.date(2022, 5, 6), 'amount': 2961.34}, {'date': datetime.date(2023, 3, 17), 'amount': 1243.88}]"
Joseph Valencia,"219 Day Shore
North Michaelview, PA 19270",2024-11-14,Active,115.81,ZLT0RHMEC24HC3YN1,PA,Audi,Audi Q4 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,45000,Online,2016,107268,0,Company Ownership,11918,"[11440, 12923, 12408, 12033, 11695, 12146, 10835, 11588, 12200]",1,8,Commercial,"[{'date': datetime.date(2023, 2, 18), 'amount': 1439.38}]"
Robin Jackson,"353 Farmer Fork
Benjaminfurt, AZ 89540",2024-11-05,Expiring in 7 Days,150.01999999999998,GDY63CAESXKLSNFHP,AZ,Tesla,Tesla Model X,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,89990,In-Vehicle Infotainment System,2017,53142,0,Personal Ownership,6642,"[6606, 6488, 6834, 6733, 6923, 6946, 6244, 6368]",1,7,Rental,[]
Patricia White,"Unit 3553 Box 3794
DPO AA 36360",2024-11-08,Active,133.48,RWV9CR4X86K2VPXHE,AA,Mercedes-Benz,Mercedes-Benz EQC,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,67000,Agent,2019,67835,0,Company Ownership,11305,"[12327, 10940, 10414, 10656, 11126, 12372]",0,5,Personal,"[{'date': datetime.date(2024, 1, 7), 'amount': 1248.81}]"
Ashley Conley,"41270 Wise Club Suite 857
East Mathew, TN 02735",2024-12-15,Active,165.36,B0P2T8WFN9L4ERUW4,TN,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,4S Stores,2021,41471,1,Company Ownership,10367,"[11225, 10035, 10314, 9897]",0,3,Commercial,"[{'date': datetime.date(2021, 11, 13), 'amount': 3518.7}]"
Sean King,"3063 Michelle Unions
Jenkinsfort, MN 86312",2024-10-30,Expiring in 7 Days,102.17,AAM727CJS0LL10B8X,MN,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,4S Stores,2017,90622,1,Personal Ownership,11327,"[10987, 10558, 12292, 10267, 12485, 11750, 10834, 11449]",1,7,Rental,[]
Vincent Sherman,"30112 Leslie Parkways
North Tina, SD 69943",2024-12-02,Active,119.39,DYDA30X8T1UYLLWA3,SD,Tesla,Tesla Model Y,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,49990,Online,2014,142144,0,Personal Ownership,12922,"[12596, 14086, 12265, 11959, 12700, 13996, 12454, 14061, 12774, 11382, 13871]",2,10,Rental,[]
David Hoffman,"4812 Pittman Extension Suite 164
Hannahborough, PR 44995",2024-11-12,Active,113.96000000000001,ZE9BHDZV0V3ZRMVP3,PR,Audi,Audi Q4 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,45000,Agent,2019,64382,0,Personal Ownership,10730,"[10018, 11519, 10877, 10043, 11944, 9981]",2,5,Commercial,"[{'date': datetime.date(2021, 5, 26), 'amount': 4991.31}]"
Kimberly Adams,"986 Larry Spurs
Lake Daniel, TX 49071",2024-10-30,Expiring in 7 Days,158.23000000000002,Z7RGMR1V7CLNPLTK4,TX,Mercedes-Benz,Mercedes-Benz EQS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,102000,Agent,2024,0,0,Company Ownership,0,[0],0,0,Personal,"[{'date': datetime.date(2023, 8, 20), 'amount': 2699.68}, {'date': datetime.date(2023, 4, 7), 'amount': 4041.75}, {'date': datetime.date(2020, 10, 18), 'amount': 2019.27}, {'date': datetime.date(2020, 1, 8), 'amount': 791.58}]"
Jessica Jefferson,"USS Smith
FPO AA 78002",2024-12-07,Active,130.26,DDV68JJ5V1YVS2E30,AA,BMW,BMW X5 xDrive45e,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,65000,4S Stores,2016,107847,0,Personal Ownership,11983,"[13057, 11306, 11734, 11420, 12956, 11559, 12244, 12408, 11163]",0,16,Rental,"[{'date': datetime.date(2023, 12, 4), 'amount': 4608.2}, {'date': datetime.date(2020, 3, 16), 'amount': 2777.87}, {'date': datetime.date(2024, 9, 7), 'amount': 1173.34}]"
Jennifer Hoffman,"Unit 8311 Box 8310
DPO AP 57205",2024-12-11,Active,131.99,MC07L41YGFMNTD1K0,AP,Audi,Audi e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,66000,4S Stores,2024,0,0,Personal Ownership,0,[0],0,0,Rental,"[{'date': datetime.date(2023, 7, 13), 'amount': 2108.4}]"
Andrea Garcia,"7837 Jonathan Wall
East Scotttown, AR 35178",2024-12-14,Active,137.2,4FKF4TH58K9PFPXSD,AR,Audi,Audi Q8 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,74000,In-Vehicle Infotainment System,2022,24695,1,Personal Ownership,8231,"[7565, 8036, 9094]",0,4,Rental,[]
Tammy Brooks,"2437 Juarez Mews Suite 811
West Julieton, AZ 09213",2024-11-03,Expiring in 7 Days,115.47,UP7S9J4NKDE2L2T89,AZ,Li Auto,Li Auto Li ONE,Li AD Max,Camera + LiDAR,NVIDIA Orin,5G Modem,Inverter,ABS Module,Electric Power Steering,46000,Online,2014,125031,0,Personal Ownership,11366,"[11094, 12467, 11058, 11311, 11018, 11830, 12026, 11057, 11587, 11506, 10077]",2,10,Commercial,"[{'date': datetime.date(2024, 10, 28), 'amount': 4254.61}, {'date': datetime.date(2023, 12, 8), 'amount': 1360.33}, {'date': datetime.date(2024, 5, 21), 'amount': 1922.41}]"
Johnathan Jackson,"Unit 6887 Box 8530
DPO AE 08646",2024-11-07,Active,95.03,R5AVW89BXRNK2ZV7E,AE,BYD,BYD Dolphin,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,20000,4S Stores,2016,108688,0,Personal Ownership,12076,"[12801, 10998, 13326, 11078, 11609, 13241, 12338, 12243, 11054]",2,16,Rental,"[{'date': datetime.date(2015, 9, 30), 'amount': 2031.11}]"
Karen Oneal,"29095 Martin Shore Suite 183
Martinburgh, MP 55561",2024-12-10,Active,145.3,J2RLPUB52VVS68XMS,MP,BMW,BMW 7 Series,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,87000,Online,2020,54729,0,Company Ownership,10945,"[10969, 11571, 10604, 10017, 11568]",1,4,Personal,"[{'date': datetime.date(2024, 6, 16), 'amount': 2396.08}, {'date': datetime.date(2018, 11, 4), 'amount': 1132.93}, {'date': datetime.date(2022, 5, 19), 'amount': 2318.05}]"
Christopher Carpenter,"36906 Burns Ports
Bernardview, OH 41118",2024-11-06,Active,105.14,TV8EXYK0GG7Y61WD4,OH,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,4S Stores,2024,0,0,Company Ownership,0,[0],0,0,Commercial,"[{'date': datetime.date(2023, 11, 13), 'amount': 812.13}]"
Kenneth Perez,"28647 Brown Summit
Travisburgh, AL 53874",2024-11-11,Active,138.54,9AYE8LUV0BW6N08S9,AL,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,Online,2022,27283,0,Personal Ownership,9094,"[8903, 9383, 8997]",0,4,Personal,"[{'date': datetime.date(2019, 4, 14), 'amount': 1522.95}]"
Diane Garcia,"7933 James Forge
East Carriehaven, IL 70207",2024-10-31,Expiring in 7 Days,145.59,9LVEGBNYW2SH97P66,IL,BMW,BMW iX,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,83000,Online,2023,14205,0,Personal Ownership,7102,"[7343, 6862]",0,1,Personal,"[{'date': datetime.date(2024, 9, 11), 'amount': 3076.49}]"
Veronica Perez,"8033 Eileen Terrace
East John, AK 54725",2024-12-16,Active,138.79,C8702X7AYZ9ZU3DNU,AK,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,Agent,2016,100411,0,Company Ownership,11156,"[11699, 11634, 11171, 10553, 10102, 12431, 11643, 11195, 9983]",1,16,Rental,"[{'date': datetime.date(2018, 9, 28), 'amount': 2844.6}]"
Madison Webb,"6360 Buckley Coves Suite 855
Riversmouth, RI 70799",2024-12-03,Active,148.31,YPDXSEKGDAGY4CY2S,RI,Tesla,Tesla Model X,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,89990,4S Stores,2017,93036,0,Personal Ownership,11629,"[10802, 12837, 12355, 12237, 12245, 11910, 9485, 11165]",2,7,Commercial,"[{'date': datetime.date(2018, 2, 7), 'amount': 513.89}, {'date': datetime.date(2018, 12, 9), 'amount': 1264.19}, {'date': datetime.date(2021, 7, 5), 'amount': 4213.98}]"
Alexander Lloyd,"42336 Matthew Via Apt. 580
Howardtown, TN 59260",2024-12-09,Active,160.01,4NMXFP37P972R28MT,TN,Mercedes-Benz,Mercedes-Benz EQS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,102000,4S Stores,2017,93101,1,Personal Ownership,11637,"[11984, 11625, 11893, 11845, 10608, 11278, 13061, 10807]",1,14,Rental,"[{'date': datetime.date(2015, 9, 10), 'amount': 4180.06}]"
Susan Johnson,"6981 King Mountain
Marcuschester, VT 17041",2024-12-11,Active,95.62,140KPX9MX08UUKEY4,VT,BYD,BYD Dolphin,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,20000,In-Vehicle Infotainment System,2023,14868,0,Personal Ownership,7434,"[8075, 6793]",0,2,Personal,[]
Nancy Williams,"5838 Smith Expressway Suite 696
Edwardmouth, WY 55151",2024-12-13,Active,167.19,A97MJEZ99PJ20PJCH,WY,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,Online,2014,125781,2,Company Ownership,11434,"[12452, 11205, 12362, 10817, 12286, 11084, 11100, 10184, 10900, 11963, 11428]",1,20,Commercial,"[{'date': datetime.date(2019, 7, 16), 'amount': 4157.96}, {'date': datetime.date(2023, 3, 6), 'amount': 3721.86}]"
Pamela Spears,"52471 Hicks Station Suite 727
Thomastown, NY 37427",2024-12-12,Active,140.57,B917WVF5UZ8NLZX6N,NY,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,4S Stores,2020,50251,0,Personal Ownership,10050,"[9923, 9321, 9600, 10749, 10658]",0,4,Personal,[]
Darren Jordan,"098 Phillips Extension
Aprilton, IA 46787",2024-11-21,Active,102.69,FT4XWPN1C7EBU0A1Z,IA,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,Online,2023,14945,0,Personal Ownership,7472,"[8067, 6878]",0,1,Commercial,"[{'date': datetime.date(2023, 6, 3), 'amount': 4064.36}, {'date': datetime.date(2022, 3, 7), 'amount': 2836.72}, {'date': datetime.date(2022, 6, 3), 'amount': 1364.52}]"
Joy Mack,"198 Allen Wells
Gabrielaberg, WV 59539",2024-11-08,Active,114.42,VSCFXPU619SNDR89C,WV,Li Auto,Li Auto L5,Li AD Max,Camera + LiDAR,NVIDIA Orin,5G Modem,Inverter,ABS Module,Electric Power Steering,45000,In-Vehicle Infotainment System,2018,89280,0,Personal Ownership,12754,"[12853, 11482, 12161, 13638, 14034, 13377, 11735]",0,12,Personal,[]
Parker Mejia,"24470 Sharon Center Apt. 067
East Jenniferchester, PR 70875",2024-11-25,Active,146.35,MB0B72JW39WHUKBLU,PR,BMW,BMW 7 Series,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,87000,Online,2014,140279,1,Personal Ownership,12752,"[12951, 12430, 13923, 12159, 13434, 11834, 12428, 12147, 12963, 13510, 12500]",1,20,Commercial,[]
Joseph Hoffman,"591 Lisa Roads
East Brittany, DC 11710",2024-12-07,Active,105.3,4XNS2LDM0DYEAE2B3,DC,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,4S Stores,2015,134509,1,Personal Ownership,13450,"[13813, 13828, 14218, 13176, 13908, 12478, 12351, 12628, 14088, 14021]",0,18,Rental,"[{'date': datetime.date(2023, 1, 22), 'amount': 4845.09}]"
Jacob Chavez,"704 Hamilton Lakes
Peterburgh, KY 56540",2024-11-09,Active,136.22,1H8LNK0PFCJR3KHWW,KY,Audi,Audi Q8 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,74000,Agent,2022,29971,0,Personal Ownership,9990,"[10976, 8579, 10416]",0,4,Commercial,"[{'date': datetime.date(2021, 8, 14), 'amount': 1710.43}, {'date': datetime.date(2021, 1, 30), 'amount': 4186.63}, {'date': datetime.date(2024, 5, 19), 'amount': 3322.11}, {'date': datetime.date(2023, 4, 7), 'amount': 1361.95}]"
Lisa Davis,"039 Taylor Mall Suite 549
Stephenborough, IL 11241",2024-11-06,Active,110.74,4DRBT275EVBECL5L4,IL,Tesla,Tesla Model 3,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39990,Online,2018,85534,0,Company Ownership,12219,"[11463, 13560, 12141, 11543, 12494, 12338, 11995]",1,12,Rental,"[{'date': datetime.date(2018, 12, 4), 'amount': 4255.44}, {'date': datetime.date(2024, 6, 2), 'amount': 1039.18}]"
Keith Horne,"796 Michael Ways Apt. 375
West Shawnberg, MT 49431",2024-11-29,Active,156.67000000000002,B3L3HM7HX0KLPAB6L,MT,Mercedes-Benz,Mercedes-Benz EQS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,102000,Online,2018,82732,0,Company Ownership,11818,"[11529, 12541, 12164, 11884, 11121, 11468, 12025]",0,6,Rental,"[{'date': datetime.date(2022, 2, 7), 'amount': 3776.75}, {'date': datetime.date(2024, 8, 23), 'amount': 1776.97}, {'date': datetime.date(2023, 11, 4), 'amount': 4676.55}]"
Shannon Oconnor,"92867 Denise Lodge
New Jeremy, KS 37442",2024-11-17,Active,139.81,0V24TZR8WVBYLS0UJ,KS,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,4S Stores,2021,42897,0,Company Ownership,10724,"[11554, 11331, 9768, 10244]",1,6,Commercial,"[{'date': datetime.date(2024, 10, 2), 'amount': 2739.54}, {'date': datetime.date(2023, 3, 6), 'amount': 2428.86}, {'date': datetime.date(2023, 10, 22), 'amount': 4689.8}]"
Kimberly Jones,"141 Cameron Light
East Williamland, FM 12576",2024-11-02,Expiring in 7 Days,106.75,DTACS746MPFYWEPF9,FM,BYD,BYD Tang,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,35000,4S Stores,2024,0,0,Company Ownership,0,[0],1,0,Personal,"[{'date': datetime.date(2024, 6, 9), 'amount': 1065.77}, {'date': datetime.date(2019, 9, 24), 'amount': 4509.27}]"
Howard Williams,"0285 Ortiz Islands Suite 162
Tarastad, NV 94685",2024-11-15,Active,103.82,SFRYDBELKGESAUMBV,NV,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,In-Vehicle Infotainment System,2015,112688,1,Company Ownership,11268,"[11739, 10480, 10610, 11473, 11016, 12247, 11044, 11777, 10969, 11333]",1,9,Rental,[]
Deborah Dawson,"30383 Horn Mount Suite 773
North Susanchester, PA 16970",2024-11-03,Expiring in 7 Days,122.3,W6NC6JWBWLZ5AADZE,PA,Mercedes-Benz,Mercedes-Benz E-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,54000,4S Stores,2019,65472,0,Personal Ownership,10912,"[11364, 10374, 9957, 11318, 10978, 11481]",0,5,Rental,[]
Aaron Martin,"07333 Hernandez Radial
Katherineside, WA 11245",2024-11-13,Active,130.84,ZXUMKXP9H904DM3BG,WA,Mercedes-Benz,Mercedes-Benz EQC,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,67000,4S Stores,2019,71611,0,Company Ownership,11935,"[13067, 10657, 11731, 11620, 12550, 11986]",0,10,Personal,[]
Michelle Castro,"408 Regina Place Suite 979
Grantchester, MO 14652",2024-12-06,Active,135.97,BKW6DY2VND5U2W1YE,MO,Audi,Audi Q8 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,74000,Online,2017,81776,0,Company Ownership,10222,"[9329, 10128, 9485, 11294, 10493, 9594, 11759, 9694]",2,7,Commercial,"[{'date': datetime.date(2018, 8, 21), 'amount': 1701.42}]"
